d,0,0.12357928114932136
d,30,0.12357928114932136
d,60,0.12433157191280193
d,90,0.1237515933120209
d,120,0.12529400275814703
d,150,0.12529400275814703
d,180,0.12651296973706072
d,210,0.12687286322346913
d,240,0.12872345598683918
d,270,0.1290880157114789
d,300,0.1290880157114789
d,330,0.12979083355412
d,360,0.13051227414719596
d,390,0.13165243295503512
d,420,0.1327989500307279
d,450,0.1337411755250739
d,480,0.13472055153778503
d,510,0.13596576018035214
d,540,0.1371117894522082
d,570,0.13856002964277456
d,600,0.13856002964277456
d,630,0.1395330390562057
d,660,0.1419120852207041
d,690,0.14323053668709443
d,720,0.1444505256138598
d,750,0.14523849278005602
d,780,0.14731113772447452
d,810,0.14731113772447452
